H0	18.19	28.03
C97	18.63	4.3
C42	19.6	2.11
C93	14.5	0.3
C4	16.93	2.09
C51	17.46	2.56
H0	18.19	28.03

H0	18.19	28.03
C82	20.49	13.59
C30	20.49	14.03
C43	22.78	15.42
H3	7.49	19.85

H3	7.49	19.85
C88	10.35	6.18
C19	10.24	3.02
C64	6.48	2.46
C8	14.78	7.61
H0	18.19	28.03

H0	18.19	28.03
C67	20.3	3.86
C87	17.52	0.97
C24	15.88	5.54
H12	7.14	29.43

H12	7.14	29.43
C68	17.02	12.33
C15	16.71	9.5
H15	20.49	6.34

H15	20.49	6.34
C11	14.91	17.24
H12	7.14	29.43

H12	7.14	29.43
C74	22.05	7.74
C58	21.48	10.3
H0	18.19	28.03

H0	18.19	28.03
C95	10.92	4.13
C77	3.69	14.33
H10	6.52	0.48

H10	6.52	0.48
C86	12.19	16.11
C53	11.96	15.15
H6	25.69	7.61

H6	25.69	7.61
H1	2.38	28.01

