H0	18.19	28.03
C97	18.63	4.3
C64	6.48	2.46
H11	3.94	24.76

H11	3.94	24.76
C7	3.94	10.77
C79	1.57	19.84
C77	3.69	14.33
H13	11.62	9.5

H13	11.62	9.5
C25	1.32	19.32
H9	2.75	17.24

H9	2.75	17.24
C9	2.41	25.06
C20	3.54	26.16
H3	7.49	19.85

H3	7.49	19.85
C88	10.35	6.18
C95	10.92	4.13
C19	10.24	3.02
H1	2.38	28.01

H1	2.38	28.01
C83	3.3	17.86
C18	11.62	24
H4	7.29	29.93

H4	7.29	29.93
C53	11.96	15.15
C24	15.88	5.54
C51	17.46	2.56
H0	18.19	28.03

H0	18.19	28.03
C82	20.49	13.59
C30	20.49	14.03
C43	22.78	15.42
C15	16.71	9.5
H0	18.19	28.03

H0	18.19	28.03
C87	17.52	0.97
C93	14.5	0.3
H11	3.94	24.76

H11	3.94	24.76
H1	2.38	28.01

