H0	18.19	28.03
C82	20.49	13.59
C30	20.49	14.03
C43	22.78	15.42
H7	27.5	25.06

H7	27.5	25.06
C96	26.65	20.04
C84	28.72	20.92
C78	26.93	13.06
H6	25.69	7.61

H6	25.69	7.61
C65	26.7	3.44
C4	16.93	2.09
C51	17.46	2.56
H0	18.19	28.03

H0	18.19	28.03
C97	18.63	4.3
C19	10.24	3.02
H0	18.19	28.03

H0	18.19	28.03
C64	6.48	2.46
H4	7.29	29.93

H4	7.29	29.93
C53	11.96	15.15
C24	15.88	5.54
H12	7.14	29.43

H12	7.14	29.43
C93	14.5	0.3
H15	20.49	6.34

H15	20.49	6.34
C11	14.91	17.24
H12	7.14	29.43

H12	7.14	29.43
C95	10.92	4.13
C68	17.02	12.33
C8	14.78	7.61
H14	15.88	26.66

H14	15.88	26.66
H1	2.38	28.01

