H0	18.19	28.03
C80	19.01	14.36
C30	20.49	14.03
H4	7.29	29.93

H4	7.29	29.93
C25	1.32	19.32
C79	1.57	19.84
C77	3.69	14.33
H4	7.29	29.93

H4	7.29	29.93
C53	11.96	15.15
C68	17.02	12.33
C58	21.48	10.3
C15	16.71	9.5
H2	13.57	2.09

H2	13.57	2.09
C44	13.51	8.05
C88	10.35	6.18
C64	6.48	2.46
H3	7.49	19.85

H3	7.49	19.85
C95	10.92	4.13
C19	10.24	3.02
H13	11.62	9.5

H13	11.62	9.5
C78	26.93	13.06
H6	25.69	7.61

H6	25.69	7.61
C65	26.7	3.44
C51	17.46	2.56
H6	25.69	7.61

H6	25.69	7.61
C54	22.85	14.85
C43	22.78	15.42
H13	11.62	9.5

H13	11.62	9.5
C76	12.66	26.02
C91	12.58	26.64
C18	11.62	24
H15	20.49	6.34

H15	20.49	6.34
H1	2.38	28.01

