H0	18.19	28.03
C97	18.63	4.3
C42	19.6	2.11
C93	14.5	0.3
C4	16.93	2.09
C51	17.46	2.56
H14	15.88	26.66

H14	15.88	26.66
C88	10.35	6.18
C19	10.24	3.02
C64	6.48	2.46
C8	14.78	7.61
C15	16.71	9.5
H2	13.57	2.09

H2	13.57	2.09
C44	13.51	8.05
C53	11.96	15.15
H16	0.3	24

H16	0.3	24
C45	0.51	11.06
C36	0.3	9.16
C90	0.26	14.37
H3	7.49	19.85

H3	7.49	19.85
C99	4.34	9.51
C79	1.57	19.84
C77	3.69	14.33
H11	3.94	24.76

H11	3.94	24.76
C7	3.94	10.77
C68	17.02	12.33
C58	21.48	10.3
H14	15.88	26.66

H14	15.88	26.66
C67	20.3	3.86
C87	17.52	0.97
C24	15.88	5.54
H12	7.14	29.43

H12	7.14	29.43
C95	10.92	4.13
C74	22.05	7.74
H15	20.49	6.34

H15	20.49	6.34
C43	22.78	15.42
C84	28.72	20.92
H15	20.49	6.34

H15	20.49	6.34
H1	2.38	28.01

