H0	18.19	28.03
C81	14.24	18.8
H9	2.75	17.24

H9	2.75	17.24
C9	2.41	25.06
C20	3.54	26.16
C18	11.62	24
H8	18.43	11.88

H8	18.43	11.88
C14	17.54	29.43
C2	15.52	28.03
C46	4.31	23.12
H9	2.75	17.24

H9	2.75	17.24
C69	0.2	24.8
C37	0.45	23.35
C79	1.57	19.84
C25	1.32	19.32
H13	11.62	9.5

H13	11.62	9.5
C23	14.2	19.64
C11	14.91	17.24
C77	3.69	14.33
H10	6.52	0.48

H10	6.52	0.48
C86	12.19	16.11
C53	11.96	15.15
C24	15.88	5.54
C15	16.71	9.5
H0	18.19	28.03

H0	18.19	28.03
C97	18.63	4.3
C93	14.5	0.3
C4	16.93	2.09
C51	17.46	2.56
H3	7.49	19.85

H3	7.49	19.85
C88	10.35	6.18
C95	10.92	4.13
C19	10.24	3.02
C64	6.48	2.46
C8	14.78	7.61
H14	15.88	26.66

H14	15.88	26.66
C82	20.49	13.59
C30	20.49	14.03
H2	13.57	2.09

H2	13.57	2.09
H1	2.38	28.01

