H0	18.19	28.03
C97	18.63	4.3
C87	17.52	0.97
C93	14.5	0.3
C4	16.93	2.09
C51	17.46	2.56
H15	20.49	6.34

H15	20.49	6.34
C23	14.2	19.64
C89	13.61	21.12
C18	11.62	24
H11	3.94	24.76

H11	3.94	24.76
C7	3.94	10.77
C22	3.77	7.84
C61	4.46	7.85
C19	10.24	3.02
C64	6.48	2.46
H16	0.3	24

H16	0.3	24
C79	1.57	19.84
C25	1.32	19.32
H1	2.38	28.01

H1	2.38	28.01
C68	17.02	12.33
C58	21.48	10.3
H6	25.69	7.61

H6	25.69	7.61
C54	22.85	14.85
C43	22.78	15.42
H4	7.29	29.93

H4	7.29	29.93
C53	11.96	15.15
C46	4.31	23.12
H9	2.75	17.24

H9	2.75	17.24
C9	2.41	25.06
C20	3.54	26.16
C13	13.44	24.76
H13	11.62	9.5

H13	11.62	9.5
C81	14.24	18.8
C11	14.91	17.24
C24	15.88	5.54
C8	14.78	7.61
H14	15.88	26.66

H14	15.88	26.66
H1	2.38	28.01

