H0	18.19	28.03
C82	20.49	13.59
C78	26.93	13.06
H0	18.19	28.03

H0	18.19	28.03
C97	18.63	4.3
C67	20.3	3.86
C42	19.6	2.11
C87	17.52	0.97
C4	16.93	2.09
C51	17.46	2.56
H3	7.49	19.85

H3	7.49	19.85
C88	10.35	6.18
C10	18.41	11.88
C68	17.02	12.33
C8	14.78	7.61
H0	18.19	28.03

H0	18.19	28.03
C12	7.14	0.48
C64	6.48	2.46
H12	7.14	29.43

H12	7.14	29.43
C19	10.24	3.02
C95	10.92	4.13
C24	15.88	5.54
H15	20.49	6.34

H15	20.49	6.34
C54	22.85	14.85
C43	22.78	15.42
H12	7.14	29.43

H12	7.14	29.43
C93	14.5	0.3
C15	16.71	9.5
H0	18.19	28.03

H0	18.19	28.03
C80	19.01	14.36
C30	20.49	14.03
H10	6.52	0.48

H10	6.52	0.48
C11	14.91	17.24
C58	21.48	10.3
H6	25.69	7.61

H6	25.69	7.61
H1	2.38	28.01

