H0	18.19	28.03
C82	20.49	13.59
C30	20.49	14.03
C43	22.78	15.42
H13	11.62	9.5

H13	11.62	9.5
C23	14.2	19.64
C81	14.24	18.8
C78	26.93	13.06
H6	25.69	7.61

H6	25.69	7.61
C65	26.7	3.44
C4	16.93	2.09
C51	17.46	2.56
H14	15.88	26.66

H14	15.88	26.66
C97	18.63	4.3
C64	6.48	2.46
H12	7.14	29.43

H12	7.14	29.43
C95	10.92	4.13
C19	10.24	3.02
H16	0.3	24

H16	0.3	24
C79	1.57	19.84
C25	1.32	19.32
H10	6.52	0.48

H10	6.52	0.48
C76	12.66	26.02
C18	11.62	24
H15	20.49	6.34

H15	20.49	6.34
C11	14.91	17.24
C24	15.88	5.54
C8	14.78	7.61
C15	16.71	9.5
H0	18.19	28.03

H0	18.19	28.03
C67	20.3	3.86
C42	19.6	2.11
C59	29.08	2.62
C55	28.47	6.08
H6	25.69	7.61

H6	25.69	7.61
H1	2.38	28.01

