H0	18.19	28.03
C97	18.63	4.3
C67	20.3	3.86
C73	27.22	11.98
C78	26.93	13.06
H5	22.54	10.77

H5	22.54	10.77
C52	23.49	17.75
C43	22.78	15.42
C77	3.69	14.33
H1	2.38	28.01

H1	2.38	28.01
C69	0.2	24.8
C37	0.45	23.35
C75	3.08	21.03
C46	4.31	23.12
H9	2.75	17.24

H9	2.75	17.24
C9	2.41	25.06
C20	3.54	26.16
C25	1.32	19.32
C79	1.57	19.84
H1	2.38	28.01

H1	2.38	28.01
C53	11.96	15.15
C8	14.78	7.61
C15	16.71	9.5
H14	15.88	26.66

H14	15.88	26.66
C82	20.49	13.59
C30	20.49	14.03
H5	22.54	10.77

H5	22.54	10.77
C96	26.65	20.04
C84	28.72	20.92
H13	11.62	9.5

H13	11.62	9.5
C76	12.66	26.02
C18	11.62	24
H3	7.49	19.85

H3	7.49	19.85
C88	10.35	6.18
C68	17.02	12.33
C28	27.5	17.66
H7	27.5	25.06

H7	27.5	25.06
H1	2.38	28.01

