H0	18.19	6.32	0
C67	20.3	3.86	2
C97	18.63	4.3	24
C42	19.6	2.11	14
C93	14.5	0.3	22
C4	16.93	2.09	24
C51	17.46	2.56	28
C15	16.71	9.5	27
C8	14.78	7.61	26
H0	18.19	6.32	0

H0	18.19	6.32	0
C58	21.48	10.3	21
C54	22.85	14.85	2
C43	22.78	15.42	27
C53	11.96	15.15	17
C99	4.34	9.51	5
H3	4.34	9.51	0

H3	4.34	9.51	0
C7	3.94	10.77	3
C36	0.3	9.16	7
C64	6.48	2.46	25
C85	7.49	6.59	24
H0	18.19	6.32	0

H0	18.19	6.32	0
C74	22.05	7.74	10
C17	25.69	6.34	6
C65	26.7	3.44	27
C41	28.88	0.86	24
H12	15.88	5.54	0

H12	15.88	5.54	0
C95	10.92	4.13	8
C19	10.24	3.02	23
C30	20.49	14.03	24
C10	18.41	11.88	16
H15	19.6	2.11	0

H15	19.6	2.11	0
C59	29.08	2.62	18
C24	15.88	5.54	21
C35	13.57	9.41	11
C44	13.51	8.05	1
H12	15.88	5.54	0

H12	15.88	5.54	0
C87	17.52	0.97	10
C80	19.01	14.36	13
C68	17.02	12.33	17
C31	20.9	7.67	8
H0	18.19	6.32	0

H0	18.19	6.32	0
H1	2.38	18.26	0

