H0	18.19	6.32	0
C15	16.71	9.5	27
C8	14.78	7.61	26
C85	7.49	6.59	24
C71	1.88	3.33	13
H7	1.88	3.33	0

H7	1.88	3.33	0
C19	10.24	3.02	23
C24	15.88	5.54	21
C97	18.63	4.3	24
C51	17.46	2.56	28
C42	19.6	2.11	14
H6	17.46	2.56	0

H6	17.46	2.56	0
C4	16.93	2.09	24
C77	3.69	14.33	21
H1	2.38	18.26	0

H1	2.38	18.26	0
C53	11.96	15.15	17
H0	18.19	6.32	0

H0	18.19	6.32	0
C31	20.9	7.67	8
C74	22.05	7.74	10
C58	21.48	10.3	21
C54	22.85	14.85	2
C43	22.78	15.42	27
C81	14.24	18.8	19
H4	14.24	18.8	0

H4	14.24	18.8	0
C70	13.97	18.49	4
C21	17.86	19.36	13
C11	14.91	17.24	21
C48	16.32	3.73	3
H12	15.88	5.54	0

H12	15.88	5.54	0
C17	25.69	6.34	6
C65	26.7	3.44	27
H15	19.6	2.11	0

H15	19.6	2.11	0
H1	2.38	18.26	0

