H0	18.19	6.32	0
C97	18.63	4.3	24
C82	20.49	13.59	8
C30	20.49	14.03	24
C15	16.71	9.5	27
C51	17.46	2.56	28
C65	26.7	3.44	27
C41	28.88	0.86	24
H0	18.19	6.32	0

H0	18.19	6.32	0
C4	16.93	2.09	24
C8	14.78	7.61	26
C14	17.54	29.43	27
C18	11.62	24	27
C89	13.61	21.12	17
C21	17.86	19.36	13
H3	17.86	19.36	0

H3	17.86	19.36	0
C43	22.78	15.42	27
C96	26.65	20.04	28
C84	28.72	20.92	29
C78	26.93	13.06	24
H0	18.19	6.32	0

H0	18.19	6.32	0
C67	20.3	3.86	2
C87	17.52	0.97	10
C48	16.32	3.73	3
C93	14.5	0.3	22
C95	10.92	4.13	8
C19	10.24	3.02	23
C64	6.48	2.46	25
C12	7.14	0.48	6
H12	19.6	2.11	0

H12	19.6	2.11	0
C42	19.6	2.11	14
C24	15.88	5.54	21
C77	3.69	14.33	21
C46	4.31	23.12	20
C63	6.82	21.1	13
H1	2.38	18.26	0

