H0	18.19	6.32	0
C31	20.9	7.67	8
C58	21.48	10.3	21
C59	29.08	2.62	18
C55	28.47	6.08	23
C93	14.5	0.3	22
H4	10.24	3.02	0

H4	10.24	3.02	0
C65	26.7	3.44	27
C41	28.88	0.86	24
C97	18.63	4.3	24
C51	17.46	2.56	28
C4	16.93	2.09	24
C19	10.24	3.02	23
H4	10.24	3.02	0

H4	10.24	3.02	0
C95	10.92	4.13	8
C88	10.35	6.18	11
C85	7.49	6.59	24
C64	6.48	2.46	25
C8	14.78	7.61	26
C15	16.71	9.5	27
C84	28.72	20.92	29
C94	25.6	22.91	2
H2	25.6	22.91	0

H2	25.6	22.91	0
C52	23.49	17.75	5
C60	22.54	18.26	14
C43	22.78	15.42	27
C30	20.49	14.03	24
C68	17.02	12.33	17
C81	14.24	18.8	19
C96	26.65	20.04	28
C39	19.12	20.2	13
H3	19.12	20.2	0

H3	19.12	20.2	0
C29	19.41	20.67	15
C62	21.61	23.16	4
C92	21.57	24.07	2
C26	20.5	25.33	16
C6	18.43	29.93	23
C14	17.54	29.43	27
C18	11.62	24	27
C75	3.08	21.03	13
H1	2.38	18.26	0

