H0	18.19	6.32	0
C82	20.49	13.59	8
C43	22.78	15.42	27
C58	21.48	10.3	21
C74	22.05	7.74	10
C65	26.7	3.44	27
C55	28.47	6.08	23
C78	26.93	13.06	24
H15	22.54	18.26	0

H15	22.54	18.26	0
C60	22.54	18.26	14
C52	23.49	17.75	5
C28	27.5	17.66	24
C84	28.72	20.92	29
C96	26.65	20.04	28
C15	16.71	9.5	27
C64	6.48	2.46	25
H11	0.3	9.16	0

H11	0.3	9.16	0
C85	7.49	6.59	24
C4	16.93	2.09	24
C51	17.46	2.56	28
C8	14.78	7.61	26
C11	14.91	17.24	21
C81	14.24	18.8	19
C13	13.44	24.76	17
C91	12.58	26.64	16
C3	9	28.01	5
H16	7.03	28.12	0

H16	7.03	28.12	0
C66	7.03	28.12	1
C49	7.14	25.9	13
C20	3.54	26.16	18
C9	2.41	25.06	24
C14	17.54	29.43	27
C6	18.43	29.93	23
C18	11.62	24	27
H1	2.38	18.26	0

H1	2.38	18.26	0
C30	20.49	14.03	24
C98	7.29	16.28	12
C83	3.3	17.86	1
H1	2.38	18.26	0

