H0	18.19	6.32	0
C67	20.3	3.86	2
C93	14.5	0.3	22
C87	17.52	0.97	10
C51	17.46	2.56	28
C4	16.93	2.09	24
C48	16.32	3.73	3
C31	20.9	7.67	8
H15	19.6	2.11	0

H15	19.6	2.11	0
C42	19.6	2.11	14
C97	18.63	4.3	24
C58	21.48	10.3	21
C53	11.96	15.15	17
C86	12.19	16.11	1
H11	11.62	24	0

H11	11.62	24	0
C18	11.62	24	27
C13	13.44	24.76	17
C89	13.61	21.12	17
C15	16.71	9.5	27
C8	14.78	7.61	26
C24	15.88	5.54	21
H16	16.32	3.73	0

H16	16.32	3.73	0
C19	10.24	3.02	23
C64	6.48	2.46	25
C77	3.69	14.33	21
H1	2.38	18.26	0

H1	2.38	18.26	0
C79	1.57	19.84	19
C78	26.93	13.06	24
C28	27.5	17.66	24
H6	27.5	17.66	0

H6	27.5	17.66	0
C84	28.72	20.92	29
C96	26.65	20.04	28
C43	22.78	15.42	27
C80	19.01	14.36	13
C30	20.49	14.03	24
C11	14.91	17.24	21
C81	14.24	18.8	19
C23	14.2	19.64	13
C70	13.97	18.49	4
H4	14.2	19.64	0

H4	14.2	19.64	0
C63	6.82	21.1	13
C9	2.41	25.06	24
C14	17.54	29.43	27
H9	18.43	29.93	0

H9	18.43	29.93	0
H1	2.38	18.26	0

