H0	18.19	6.32	0
C4	16.93	2.09	24
C51	17.46	2.56	28
C8	14.78	7.61	26
C30	20.49	14.03	24
C26	20.5	25.33	16
C47	19.68	25.62	5
C14	17.54	29.43	27
C6	18.43	29.93	23
H15	22.54	18.26	0

H15	22.54	18.26	0
C60	22.54	18.26	14
C43	22.78	15.42	27
C96	26.65	20.04	28
C84	28.72	20.92	29
C15	16.71	9.5	27
C53	11.96	15.15	17
H11	0.3	9.16	0

H11	0.3	9.16	0
C85	7.49	6.59	24
C77	3.69	14.33	21
C11	14.91	17.24	21
C13	13.44	24.76	17
C76	12.66	26.02	3
C18	11.62	24	27
C3	9	28.01	5
H16	7.03	28.12	0

H16	7.03	28.12	0
C66	7.03	28.12	1
C49	7.14	25.9	13
C20	3.54	26.16	18
C9	2.41	25.06	24
C64	6.48	2.46	25
H1	2.38	18.26	0

H1	2.38	18.26	0
C69	0.2	24.8	3
C32	2.75	25.4	5
C37	0.45	23.35	10
C79	1.57	19.84	19
C25	1.32	19.32	23
C75	3.08	21.03	13
C46	4.31	23.12	20
C56	6.52	19.42	17
C63	6.82	21.1	13
C40	7	21.44	8
C83	3.3	17.86	1
H1	2.38	18.26	0

