H0	18.19	6.32	0
C74	22.05	7.74	10
C43	22.78	15.42	27
C80	19.01	14.36	13
C11	14.91	17.24	21
C81	14.24	18.8	19
C23	14.2	19.64	13
H7	14.25	23.83	0

H7	14.25	23.83	0
C13	13.44	24.76	17
C18	11.62	24	27
C89	13.61	21.12	17
C73	27.22	11.98	16
C78	26.93	13.06	24
C28	27.5	17.66	24
H6	27.5	17.66	0

H6	27.5	17.66	0
C96	26.65	20.04	28
C53	11.96	15.15	17
C86	12.19	16.11	1
H1	2.38	18.26	0

H1	2.38	18.26	0
C79	1.57	19.84	19
C30	20.49	14.03	24
C10	18.41	11.88	16
H0	18.19	6.32	0

H0	18.19	6.32	0
C26	20.5	25.33	16
C14	17.54	29.43	27
C72	14.25	23.83	1
H4	14.2	19.64	0

H4	14.2	19.64	0
C33	16.1	19.74	3
C58	21.48	10.3	21
C15	16.71	9.5	27
C8	14.78	7.61	26
C68	17.02	12.33	17
H12	15.88	5.54	0

H12	15.88	5.54	0
C97	18.63	4.3	24
C93	14.5	0.3	22
C87	17.52	0.97	10
C51	17.46	2.56	28
C4	16.93	2.09	24
C24	15.88	5.54	21
H15	19.6	2.11	0

H15	19.6	2.11	0
H1	2.38	18.26	0

