H0	18.19	6.32	0
C43	22.78	15.42	27
C15	16.71	9.5	27
C8	14.78	7.61	26
C24	15.88	5.54	21
C97	18.63	4.3	24
C51	17.46	2.56	28
C4	16.93	2.09	24
C19	10.24	3.02	23
H4	10.24	3.02	0

H4	10.24	3.02	0
C88	10.35	6.18	11
C18	11.62	24	27
C89	13.61	21.12	17
C53	11.96	15.15	17
H4	10.24	3.02	0

H4	10.24	3.02	0
C95	10.92	4.13	8
C65	26.7	3.44	27
C96	26.65	20.04	28
C84	28.72	20.92	29
C28	27.5	17.66	24
C94	25.6	22.91	2
H2	25.6	22.91	0

H2	25.6	22.91	0
C62	21.61	23.16	4
C38	22.69	23.13	13
C26	20.5	25.33	16
C6	18.43	29.93	23
C14	17.54	29.43	27
C11	14.91	17.24	21
C33	16.1	19.74	3
C27	16.76	19.84	8
C21	17.86	19.36	13
C39	19.12	20.2	13
H3	19.12	20.2	0

H3	19.12	20.2	0
C29	19.41	20.67	15
C60	22.54	18.26	14
C30	20.49	14.03	24
C25	1.32	19.32	23
C79	1.57	19.84	19
H1	2.38	18.26	0

