H0	18.19	6.32	0
C31	20.9	7.67	8
C65	26.7	3.44	27
C97	18.63	4.3	24
H13	20.9	7.67	0

H13	20.9	7.67	0
C10	18.41	11.88	16
C8	14.78	7.61	26
C15	16.71	9.5	27
C51	17.46	2.56	28
C48	16.32	3.73	3
H6	17.46	2.56	0

H6	17.46	2.56	0
C4	16.93	2.09	24
C93	14.5	0.3	22
C19	10.24	3.02	23
C88	10.35	6.18	11
C99	4.34	9.51	5
H14	0.3	9.16	0

H14	0.3	9.16	0
C36	0.3	9.16	7
C95	10.92	4.13	8
C85	7.49	6.59	24
H12	15.88	5.54	0

H12	15.88	5.54	0
C68	17.02	12.33	17
C58	21.48	10.3	21
C24	15.88	5.54	21
H16	16.32	3.73	0

H16	16.32	3.73	0
C44	13.51	8.05	1
C35	13.57	9.41	11
C64	6.48	2.46	25
H10	7.14	0.48	0

H10	7.14	0.48	0
C61	4.46	7.85	7
C42	19.6	2.11	14
H15	19.6	2.11	0

H15	19.6	2.11	0
H1	2.38	18.26	0

