C18	11.62	24	27
C64	6.48	2.46	25
C41	28.88	0.86	24
C85	7.49	6.59	24
C30	20.49	14.03	24
C9	2.41	25.06	24
C6	18.43	29.93	23
C25	1.32	19.32	23
C19	10.24	3.02	23
C93	14.5	0.3	22
C77	3.69	14.33	21
C11	14.91	17.24	21
C46	4.31	23.12	20
C79	1.57	19.84	19
C20	3.54	26.16	18
C59	29.08	2.62	18
C13	13.44	24.76	17
C56	6.52	19.42	17
C53	11.96	15.15	17
C91	12.58	26.64	16
C26	20.5	25.33	16
C10	18.41	11.88	16
C42	19.6	2.11	14
C60	22.54	18.26	14
C63	6.82	21.1	13
C49	7.14	25.9	13
C71	1.88	3.33	13
C80	19.01	14.36	13
C75	3.08	21.03	13
C21	17.86	19.36	13
C90	0.26	14.37	13
C98	7.29	16.28	12
C88	10.35	6.18	11
C35	13.57	9.41	11
C74	22.05	7.74	10
C37	0.45	23.35	10
C34	0.43	1.12	9
C82	20.49	13.59	8
C95	10.92	4.13	8
C40	7	21.44	8
C27	16.76	19.84	8
C36	0.3	9.16	7
C61	4.46	7.85	7
C2	15.52	28.03	7
C12	7.14	0.48	6
C57	26.85	25.82	6
C17	25.69	6.34	6
C50	1.04	13.47	6
C52	23.49	17.75	5
C99	4.34	9.51	5
C32	2.75	25.4	5
C45	0.51	11.06	5
C47	19.68	25.62	5
C33	16.1	19.74	3
C7	3.94	10.77	3
C69	0.2	24.8	3
C76	12.66	26.02	3
C67	20.3	3.86	2
C22	3.77	7.84	1
C16	12.38	26.66	1
C72	14.25	23.83	1
C44	13.51	8.05	1
C86	12.19	16.11	1
C66	7.03	28.12	1
C83	3.3	17.86	1
C100	0	0	0
