H0	18.19	6.32	0
C97	18.63	4.3	24
C42	19.6	2.11	14
C87	17.52	0.97	10
C93	14.5	0.3	22
C4	16.93	2.09	24
C51	17.46	2.56	28
C15	16.71	9.5	27
C8	14.78	7.61	26
H5	20.9	7.67	0

H5	20.9	7.67	0
C74	22.05	7.74	10
C58	21.48	10.3	21
C77	3.69	14.33	21
H1	2.38	18.26	0

H1	2.38	18.26	0
C79	1.57	19.84	19
C46	4.31	23.12	20
C6	18.43	29.93	23
C14	17.54	29.43	27
C2	15.52	28.03	7
H9	18.43	29.93	0

H9	18.43	29.93	0
C16	12.38	26.66	1
C91	12.58	26.64	16
C13	13.44	24.76	17
C20	3.54	26.16	18
C9	2.41	25.06	24
C37	0.45	23.35	10
H1	2.38	18.26	0

H1	2.38	18.26	0
C24	15.88	5.54	21
C85	7.49	6.59	24
C61	4.46	7.85	7
C22	3.77	7.84	1
H14	0.3	9.16	0

H14	0.3	9.16	0
C36	0.3	9.16	7
C64	6.48	2.46	25
C68	17.02	12.33	17
C10	18.41	11.88	16
C31	20.9	7.67	8
H5	20.9	7.67	0

H5	20.9	7.67	0
C41	28.88	0.86	24
C65	26.7	3.44	27
C78	26.93	13.06	24
H13	20.49	14.03	0

H13	20.49	14.03	0
H1	2.38	18.26	0

