H0	18.19	6.32	0
C82	20.49	13.59	8
C43	22.78	15.42	27
C68	17.02	12.33	17
C44	13.51	8.05	1
C64	6.48	2.46	25
C19	10.24	3.02	23
C71	1.88	3.33	13
H7	7.14	0.48	0

H7	7.14	0.48	0
C8	14.78	7.61	26
C30	20.49	14.03	24
C6	18.43	29.93	23
C2	15.52	28.03	7
H6	18.43	29.93	0

H6	18.43	29.93	0
C96	26.65	20.04	28
C84	28.72	20.92	29
C14	17.54	29.43	27
C18	11.62	24	27
C13	13.44	24.76	17
H1	2.38	18.26	0

H1	2.38	18.26	0
C93	14.5	0.3	22
C51	17.46	2.56	28
C65	26.7	3.44	27
C41	28.88	0.86	24
H0	18.19	6.32	0

H0	18.19	6.32	0
C4	16.93	2.09	24
C97	18.63	4.3	24
C24	15.88	5.54	21
C48	16.32	3.73	3
C15	16.71	9.5	27
C77	3.69	14.33	21
C83	3.3	17.86	1
H1	2.38	18.26	0

