H0	18.19	6.32	0
C31	20.9	7.67	8
C65	26.7	3.44	27
C15	16.71	9.5	27
C8	14.78	7.61	26
C24	15.88	5.54	21
C97	18.63	4.3	24
C51	17.46	2.56	28
C4	16.93	2.09	24
C93	14.5	0.3	22
H0	18.19	6.32	0

H0	18.19	6.32	0
C43	22.78	15.42	27
C30	20.49	14.03	24
C82	20.49	13.59	8
C96	26.65	20.04	28
C28	27.5	17.66	24
C39	19.12	20.2	13
H3	19.12	20.2	0

H3	19.12	20.2	0
C29	19.41	20.67	15
C62	21.61	23.16	4
C92	21.57	24.07	2
C26	20.5	25.33	16
C6	18.43	29.93	23
C14	17.54	29.43	27
C18	11.62	24	27
C81	14.24	18.8	19
C89	13.61	21.12	17
C23	14.2	19.64	13
C11	14.91	17.24	21
H0	18.19	6.32	0

H0	18.19	6.32	0
C64	6.48	2.46	25
C53	11.96	15.15	17
C35	13.57	9.41	11
H12	19.6	2.11	0

H12	19.6	2.11	0
C74	22.05	7.74	10
C10	18.41	11.88	16
C68	17.02	12.33	17
C79	1.57	19.84	19
C25	1.32	19.32	23
H1	2.38	18.26	0

