H0	18.19	6.32	0
C82	20.49	13.59	8
C43	22.78	15.42	27
C77	3.69	14.33	21
C11	14.91	17.24	21
C81	14.24	18.8	19
C89	13.61	21.12	17
H8	11.62	24	0

H8	11.62	24	0
C49	7.14	25.9	13
C20	3.54	26.16	18
C9	2.41	25.06	24
C14	17.54	29.43	27
C6	18.43	29.93	23
C18	11.62	24	27
C13	13.44	24.76	17
C2	15.52	28.03	7
C3	9	28.01	5
H5	9	28.01	0

H5	9	28.01	0
C68	17.02	12.33	17
C15	16.71	9.5	27
C8	14.78	7.61	26
C64	6.48	2.46	25
C19	10.24	3.02	23
H0	18.19	6.32	0

H0	18.19	6.32	0
C97	18.63	4.3	24
C4	16.93	2.09	24
C51	17.46	2.56	28
C93	14.5	0.3	22
C24	15.88	5.54	21
C74	22.05	7.74	10
C65	26.7	3.44	27
C55	28.47	6.08	23
C78	26.93	13.06	24
C21	17.86	19.36	13
H3	17.86	19.36	0

H3	17.86	19.36	0
C39	19.12	20.2	13
C29	19.41	20.67	15
C96	26.65	20.04	28
C30	20.49	14.03	24
C56	6.52	19.42	17
H1	2.38	18.26	0

