H0	18.19	6.32	0
C87	17.52	0.97	10
C42	19.6	2.11	14
C4	16.93	2.09	24
C24	15.88	5.54	21
C8	14.78	7.61	26
C15	16.71	9.5	27
C51	17.46	2.56	28
C64	6.48	2.46	25
C71	1.88	3.33	13
H11	0.3	9.16	0

H11	0.3	9.16	0
C85	7.49	6.59	24
C65	26.7	3.44	27
C55	28.47	6.08	23
C59	29.08	2.62	18
H13	16.32	3.73	0

H13	16.32	3.73	0
C97	18.63	4.3	24
C30	20.49	14.03	24
C14	17.54	29.43	27
H9	15.88	5.54	0

H9	15.88	5.54	0
C80	19.01	14.36	13
C60	22.54	18.26	14
C26	20.5	25.33	16
C6	18.43	29.93	23
C18	11.62	24	27
C11	14.91	17.24	21
C81	14.24	18.8	19
C21	17.86	19.36	13
H3	17.86	19.36	0

H3	17.86	19.36	0
C43	22.78	15.42	27
C96	26.65	20.04	28
C56	6.52	19.42	17
C83	3.3	17.86	1
H1	2.38	18.26	0

