H0	18.19	6.32	0
C65	26.7	3.44	27
C15	16.71	9.5	27
C8	14.78	7.61	26
C24	15.88	5.54	21
C35	13.57	9.41	11
H11	0.3	9.16	0

H11	0.3	9.16	0
C98	7.29	16.28	12
C18	11.62	24	27
C51	17.46	2.56	28
H13	16.32	3.73	0

H13	16.32	3.73	0
C80	19.01	14.36	13
C10	18.41	11.88	16
C68	17.02	12.33	17
C30	20.49	14.03	24
C96	26.65	20.04	28
H9	15.88	5.54	0

H9	15.88	5.54	0
C95	10.92	4.13	8
C88	10.35	6.18	11
C64	6.48	2.46	25
C11	14.91	17.24	21
C33	16.1	19.74	3
C27	16.76	19.84	8
C21	17.86	19.36	13
C39	19.12	20.2	13
H3	19.12	20.2	0

H3	19.12	20.2	0
C29	19.41	20.67	15
C60	22.54	18.26	14
C43	22.78	15.42	27
C25	1.32	19.32	23
C79	1.57	19.84	19
H1	2.38	18.26	0

