H0	18.19	6.32	0
C42	19.6	2.11	14
C97	18.63	4.3	24
C4	16.93	2.09	24
C51	17.46	2.56	28
C15	16.71	9.5	27
C11	14.91	17.24	21
C23	14.2	19.64	13
H4	14.2	19.64	0

H4	14.2	19.64	0
C91	12.58	26.64	16
C13	13.44	24.76	17
C16	12.38	26.66	1
C6	18.43	29.93	23
C14	17.54	29.43	27
H4	14.2	19.64	0

H4	14.2	19.64	0
C89	13.61	21.12	17
C27	16.76	19.84	8
C33	16.1	19.74	3
C21	17.86	19.36	13
C43	22.78	15.42	27
C8	14.78	7.61	26
H2	10.35	6.18	0

H2	10.35	6.18	0
C19	10.24	3.02	23
C95	10.92	4.13	8
C12	7.14	0.48	6
C64	6.48	2.46	25
C85	7.49	6.59	24
C61	4.46	7.85	7
C99	4.34	9.51	5
H3	4.34	9.51	0

H3	4.34	9.51	0
C7	3.94	10.77	3
C80	19.01	14.36	13
C30	20.49	14.03	24
C28	27.5	17.66	24
H13	20.49	14.03	0

H13	20.49	14.03	0
C84	28.72	20.92	29
C78	26.93	13.06	24
C73	27.22	11.98	16
H6	27.5	17.66	0

H6	27.5	17.66	0
C96	26.65	20.04	28
C29	19.41	20.67	15
C38	22.69	23.13	13
C92	21.57	24.07	2
C26	20.5	25.33	16
C62	21.61	23.16	4
H6	27.5	17.66	0

H6	27.5	17.66	0
H1	2.38	18.26	0

