H0	18.19	6.32	0
C42	19.6	2.11	14
C97	18.63	4.3	24
C4	16.93	2.09	24
C11	14.91	17.24	21
C70	13.97	18.49	4
H4	14.2	19.64	0

H4	14.2	19.64	0
C13	13.44	24.76	17
C89	13.61	21.12	17
C6	18.43	29.93	23
C14	17.54	29.43	27
C23	14.2	19.64	13
H4	14.2	19.64	0

H4	14.2	19.64	0
C33	16.1	19.74	3
C58	21.48	10.3	21
C15	16.71	9.5	27
C24	15.88	5.54	21
H2	10.35	6.18	0

H2	10.35	6.18	0
C95	10.92	4.13	8
C19	10.24	3.02	23
C64	6.48	2.46	25
C12	7.14	0.48	6
C85	7.49	6.59	24
C61	4.46	7.85	7
C99	4.34	9.51	5
H3	4.34	9.51	0

H3	4.34	9.51	0
C48	16.32	3.73	3
C51	17.46	2.56	28
C8	14.78	7.61	26
C68	17.02	12.33	17
H13	20.49	14.03	0

H13	20.49	14.03	0
C17	25.69	6.34	6
C65	26.7	3.44	27
C41	28.88	0.86	24
C78	26.93	13.06	24
H6	27.5	17.66	0

H6	27.5	17.66	0
C84	28.72	20.92	29
C96	26.65	20.04	28
C43	22.78	15.42	27
C80	19.01	14.36	13
C30	20.49	14.03	24
C28	27.5	17.66	24
H6	27.5	17.66	0

H6	27.5	17.66	0
H1	2.38	18.26	0

