C29	-7	0	42
C35	5	0	36
C23	-4	-1	30
C38	-4	1	30
C16	-5	-2	30
C42	4	1	30
C31	-3	0	30
C34	3	0	30
C32	-1	0	24
C26	2	-1	24
C33	1	0	24
C20	3	-2	24
C24	-2	-1	24
C39	-2	1	24
C17	-3	-2	24
C15	4	-3	24
C41	2	1	24
C11	-4	-3	24
C50	-4	3	24
C40	0	1	18
C46	-1	2	18
C47	1	2	18
C25	0	-1	18
C19	1	-2	18
C18	-1	-2	18
C14	2	-3	18
C53	2	3	18
C12	-2	-3	18
C10	3	-4	18
C7	-3	-4	18
C58	3	4	18
C57	1	4	12
C59	-2	5	12
C61	2	5	12
C52	0	3	12
C13	0	-3	12
C9	1	-4	12
C8	-1	-4	12
C6	2	-5	12
C4	-2	-5	12
C62	-1	6	6
C63	1	6	6
C3	1	-6	6
C60	0	5	6
C5	0	-5	6
C2	-1	-6	6
C64	0	0	0
