H0	18.19	6.32	0
C82	20.49	13.59	8
C43	22.78	15.42	27
C15	16.71	9.5	27
C51	17.46	2.56	28
C64	6.48	2.46	25
C71	1.88	3.33	13
H11	0.3	9.16	0

H11	0.3	9.16	0
C85	7.49	6.59	24
C4	16.93	2.09	24
C8	14.78	7.61	26
C65	26.7	3.44	27
H13	16.32	3.73	0

H13	16.32	3.73	0
C97	18.63	4.3	24
C30	20.49	14.03	24
C14	17.54	29.43	27
H9	15.88	5.54	0

H9	15.88	5.54	0
C24	15.88	5.54	21
C6	18.43	29.93	23
C18	11.62	24	27
C11	14.91	17.24	21
C21	17.86	19.36	13
H3	17.86	19.36	0

H3	17.86	19.36	0
C39	19.12	20.2	13
C29	19.41	20.67	15
C96	26.65	20.04	28
C77	3.69	14.33	21
H1	2.38	18.26	0

