H0	18.19	6.32	0
C31	20.9	7.67	8
C65	26.7	3.44	27
C30	20.49	14.03	24
H5	20.49	14.03	0

H5	20.49	14.03	0
C10	18.41	11.88	16
C15	16.71	9.5	27
C77	3.69	14.33	21
H1	2.38	18.26	0

H1	2.38	18.26	0
C83	3.3	17.86	1
C18	11.62	24	27
C13	13.44	24.76	17
H9	18.43	29.93	0

H9	18.43	29.93	0
C14	17.54	29.43	27
C56	6.52	19.42	17
H1	2.38	18.26	0

H1	2.38	18.26	0
C45	0.51	11.06	5
C61	4.46	7.85	7
C85	7.49	6.59	24
H14	0.3	9.16	0

H14	0.3	9.16	0
C36	0.3	9.16	7
C7	3.94	10.77	3
C88	10.35	6.18	11
C8	14.78	7.61	26
H5	20.49	14.03	0

H5	20.49	14.03	0
C82	20.49	13.59	8
C73	27.22	11.98	16
C78	26.93	13.06	24
C54	22.85	14.85	2
C43	22.78	15.42	27
H13	20.9	7.67	0

H13	20.9	7.67	0
H1	2.38	18.26	0

