H0	18.19	6.32	0
C15	16.71	9.5	27
C85	7.49	6.59	24
C71	1.88	3.33	13
H7	1.88	3.33	0

H7	1.88	3.33	0
C8	14.78	7.61	26
C51	17.46	2.56	28
C97	18.63	4.3	24
H6	17.46	2.56	0

H6	17.46	2.56	0
C4	16.93	2.09	24
C77	3.69	14.33	21
H1	2.38	18.26	0

H1	2.38	18.26	0
C88	10.35	6.18	11
C24	15.88	5.54	21
H0	18.19	6.32	0

H0	18.19	6.32	0
C68	17.02	12.33	17
C54	22.85	14.85	2
C43	22.78	15.42	27
C81	14.24	18.8	19
H4	14.24	18.8	0

H4	14.24	18.8	0
C70	13.97	18.49	4
C86	12.19	16.11	1
C53	11.96	15.15	17
C11	14.91	17.24	21
C48	16.32	3.73	3
H12	15.88	5.54	0

H12	15.88	5.54	0
C31	20.9	7.67	8
C58	21.48	10.3	21
C65	26.7	3.44	27
C42	19.6	2.11	14
H15	19.6	2.11	0

H15	19.6	2.11	0
H1	2.38	18.26	0

